id,category,question,option_a,option_b,option_c,option_d,correct_letter,correct_answer,explanation_id
3094,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3095,Vocabulary,The term 'feasible' in the report is closest in meaning to ___.,possible,dangerous,limited,unusual,A,possible,'Feasible' berarti dapat dilakukan atau mungkin terlaksana.
3096,Conversation,A: I can't find my notes for tomorrow's exam. B: You really ___ organize your files better.,should,might,mustn't,are,A,should,'Should' dipakai untuk memberi saran yang kuat namun tidak memaksa.
3097,Grammar_Passive,The report concluded that the data ___ collected under controlled conditions.,were,was,is,has,A,were,'Data' dianggap jamak dalam konteks ilmiah → 'were collected'.
3098,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
3099,Vocabulary,"The professor described the outcome as 'inevitable', which most closely means ___.",unavoidable,unnecessary,unexpected,unrealistic,A,unavoidable,'Inevitable' berarti tidak dapat dihindari.
3100,Grammar_Passive,The results ___ analyzed by three independent reviewers.,were,was,are,is,A,were,Subjek jamak 'results' → 'were analyzed' (past passive).
3101,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3102,Grammar_Conditionals,"If the policy ___ earlier, the environmental impact could have been reduced.",had been implemented,was implemented,is implementing,implements,A,had been implemented,Third conditional: If + had been + past participle.
3103,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
3104,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
3105,Vocabulary,The term 'feasible' in the report is closest in meaning to ___.,possible,dangerous,limited,unusual,A,possible,'Feasible' berarti dapat dilakukan atau mungkin terlaksana.
3106,Grammar_Passive,"The museum, along with several cultural sites, ___ expected to reopen next year.",is,are,have,were,A,is,Subjek utama 'museum' tunggal → 'is expected'.
3107,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
3108,Conversation,A: Are you coming to the workshop later? B: I ___ if I finish my report on time.,might come,am coming,come,came,A,might come,'Might come' menunjukkan kemungkinan tergantung kondisi.
3109,Vocabulary,"In the context of academic writing, the word 'mitigate' most nearly means ___.",reduce,predict,eliminate,worsen,A,reduce,'Mitigate' berarti mengurangi dampak atau keparahan sesuatu.
3110,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
3111,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
3112,Grammar_Conditionals,"If the policy ___ earlier, the environmental impact could have been reduced.",had been implemented,was implemented,is implementing,implements,A,had been implemented,Third conditional: If + had been + past participle.
3113,Grammar_Passive,"The museum, along with several cultural sites, ___ expected to reopen next year.",is,are,have,were,A,is,Subjek utama 'museum' tunggal → 'is expected'.
3114,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
3115,Grammar_Tense,The long-term findings clearly ___ that consistent reading habits improve cognitive development.,indicate,indicates,is indicating,has indicated,A,indicate,"Subjek 'findings' jamak, sehingga kata kerja jamak 'indicate'."
3116,Grammar_Tense,The long-term findings clearly ___ that consistent reading habits improve cognitive development.,indicate,indicates,is indicating,has indicated,A,indicate,"Subjek 'findings' jamak, sehingga kata kerja jamak 'indicate'."
3117,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
3118,Grammar_Passive,The results ___ analyzed by three independent reviewers.,were,was,are,is,A,were,Subjek jamak 'results' → 'were analyzed' (past passive).
3119,Conversation,A: I’m thinking of dropping this course. B: You ___ talk to the lecturer before making a decision.,should,mustn't,might,were,A,should,Memberi saran → gunakan 'should'.
3120,Conversation,A: Are you coming to the workshop later? B: I ___ if I finish my report on time.,might come,am coming,come,came,A,might come,'Might come' menunjukkan kemungkinan tergantung kondisi.
3121,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
3122,Vocabulary,The term 'feasible' in the report is closest in meaning to ___.,possible,dangerous,limited,unusual,A,possible,'Feasible' berarti dapat dilakukan atau mungkin terlaksana.
3123,Grammar_Conditionals,"If the sensors ___ calibrated properly, the measurements would have been more accurate.",had been,were,are,be,A,had been,Third conditional: If + had been + past participle.
3124,Grammar_Passive,The report concluded that the data ___ collected under controlled conditions.,were,was,is,has,A,were,'Data' dianggap jamak dalam konteks ilmiah → 'were collected'.
3125,Vocabulary,"In the context of academic writing, the word 'mitigate' most nearly means ___.",reduce,predict,eliminate,worsen,A,reduce,'Mitigate' berarti mengurangi dampak atau keparahan sesuatu.
3126,Grammar_Passive,"Because the research findings ___ inconsistent, the team decided to re-evaluate the methodology.",were,was,has been,is being,A,were,'Findings' jamak → gunakan 'were'.
3127,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3128,Grammar_Conditionals,"If the policy ___ earlier, the environmental impact could have been reduced.",had been implemented,was implemented,is implementing,implements,A,had been implemented,Third conditional: If + had been + past participle.
3129,Grammar_Passive,"The museum, along with several cultural sites, ___ expected to reopen next year.",is,are,have,were,A,is,Subjek utama 'museum' tunggal → 'is expected'.
3130,Grammar_Passive,The new guidelines ___ published next month.,will be,are being,were being,has been,A,will be,Future passive: 'will be published'.
3131,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3132,Grammar_Passive,"Because the research findings ___ inconsistent, the team decided to re-evaluate the methodology.",were,was,has been,is being,A,were,'Findings' jamak → gunakan 'were'.
3133,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
3134,Grammar_Tense,The long-term findings clearly ___ that consistent reading habits improve cognitive development.,indicate,indicates,is indicating,has indicated,A,indicate,"Subjek 'findings' jamak, sehingga kata kerja jamak 'indicate'."
3135,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
3136,Grammar_Passive,"The museum, along with several cultural sites, ___ expected to reopen next year.",is,are,have,were,A,is,Subjek utama 'museum' tunggal → 'is expected'.
3137,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
3138,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
3139,Grammar_Passive,"The museum, along with several cultural sites, ___ expected to reopen next year.",is,are,have,were,A,is,Subjek utama 'museum' tunggal → 'is expected'.
3140,Grammar_Passive,"Because the research findings ___ inconsistent, the team decided to re-evaluate the methodology.",were,was,has been,is being,A,were,'Findings' jamak → gunakan 'were'.
3141,Grammar_Passive,"Because the research findings ___ inconsistent, the team decided to re-evaluate the methodology.",were,was,has been,is being,A,were,'Findings' jamak → gunakan 'were'.
3142,Grammar_Passive,The new guidelines ___ published next month.,will be,are being,were being,has been,A,will be,Future passive: 'will be published'.
3143,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
3144,Grammar_Passive,The new guidelines ___ published next month.,will be,are being,were being,has been,A,will be,Future passive: 'will be published'.
3145,Grammar_Conditionals,"If the sensors ___ calibrated properly, the measurements would have been more accurate.",had been,were,are,be,A,had been,Third conditional: If + had been + past participle.
3146,Grammar_Passive,The new guidelines ___ published next month.,will be,are being,were being,has been,A,will be,Future passive: 'will be published'.
3147,Grammar_Conditionals,"If the policy ___ earlier, the environmental impact could have been reduced.",had been implemented,was implemented,is implementing,implements,A,had been implemented,Third conditional: If + had been + past participle.
3148,Grammar_Passive,"The museum, along with several cultural sites, ___ expected to reopen next year.",is,are,have,were,A,is,Subjek utama 'museum' tunggal → 'is expected'.
3149,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
3150,Grammar_Conditionals,"If the sensors ___ calibrated properly, the measurements would have been more accurate.",had been,were,are,be,A,had been,Third conditional: If + had been + past participle.
3151,Grammar_Passive,"The museum, along with several cultural sites, ___ expected to reopen next year.",is,are,have,were,A,is,Subjek utama 'museum' tunggal → 'is expected'.
3152,Grammar_Passive,The results ___ analyzed by three independent reviewers.,were,was,are,is,A,were,Subjek jamak 'results' → 'were analyzed' (past passive).
3153,Conversation,"A: Hey, are you joining the study group later? B: I’m not sure. I ___ finish this assignment first.",need to,shouldn't,might not,am,A,need to,'Need to' paling tepat untuk menunjukkan kewajiban menyelesaikan tugas.
3154,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
3155,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
3156,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
3157,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
3158,Grammar_Passive,"Because the research findings ___ inconsistent, the team decided to re-evaluate the methodology.",were,was,has been,is being,A,were,'Findings' jamak → gunakan 'were'.
3159,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
3160,Grammar_Conditionals,"If the sensors ___ calibrated properly, the measurements would have been more accurate.",had been,were,are,be,A,had been,Third conditional: If + had been + past participle.
3161,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
3162,Vocabulary,"In the context of academic writing, the word 'mitigate' most nearly means ___.",reduce,predict,eliminate,worsen,A,reduce,'Mitigate' berarti mengurangi dampak atau keparahan sesuatu.
3163,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
3164,Reading,PASSAGE: Studies on sleep patterns reveal that adults require at least seven hours of sleep to maintain optimal cognitive function. Chronic sleep deprivation has been linked to reduced productivity and weakened emotional regulation. QUESTION: The passage suggests that insufficient sleep primarily affects ___.,productivity and emotional stability,physical strength only,dietary preferences,social skills exclusively,A,productivity and emotional stability,Dijelaskan bahwa kurang tidur menurunkan produktivitas dan regulasi emosi.
3165,Grammar_Conditionals,"If the policy ___ earlier, the environmental impact could have been reduced.",had been implemented,was implemented,is implementing,implements,A,had been implemented,Third conditional: If + had been + past participle.
3166,Reading,"PASSAGE: Recent research on workplace efficiency shows that employees perform better in environments with natural lighting. Studies indicate that sunlight exposure contributes to improved focus, mood stability, and long-term productivity. QUESTION: According to the passage, natural lighting primarily ___.",improves focus and mood,reduces company expenses,eliminates stress entirely,causes distractions,A,improves focus and mood,"Passage menekankan manfaat fokus, stabilitas mood, dan produktivitas."
3167,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3168,Grammar_Passive,"The museum, along with several cultural sites, ___ expected to reopen next year.",is,are,have,were,A,is,Subjek utama 'museum' tunggal → 'is expected'.
3169,Vocabulary,"In the sentence, the word 'alleviate' most nearly means ___.",ease,challenge,postpone,measure,A,ease,'Alleviate' berarti meringankan atau mengurangi beban/masalah.
3170,Grammar_Tense,The long-term findings clearly ___ that consistent reading habits improve cognitive development.,indicate,indicates,is indicating,has indicated,A,indicate,"Subjek 'findings' jamak, sehingga kata kerja jamak 'indicate'."
3171,Grammar_Conditionals,"If the policy ___ earlier, the environmental impact could have been reduced.",had been implemented,was implemented,is implementing,implements,A,had been implemented,Third conditional: If + had been + past participle.
3172,Vocabulary,"In the sentence, the word 'alleviate' most nearly means ___.",ease,challenge,postpone,measure,A,ease,'Alleviate' berarti meringankan atau mengurangi beban/masalah.
3173,Grammar_Passive,The results ___ analyzed by three independent reviewers.,were,was,are,is,A,were,Subjek jamak 'results' → 'were analyzed' (past passive).
3174,Vocabulary,The term 'feasible' in the report is closest in meaning to ___.,possible,dangerous,limited,unusual,A,possible,'Feasible' berarti dapat dilakukan atau mungkin terlaksana.
3175,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
3176,Grammar_Passive,"The museum, along with several cultural sites, ___ expected to reopen next year.",is,are,have,were,A,is,Subjek utama 'museum' tunggal → 'is expected'.
3177,Grammar_Conditionals,"If the sensors ___ calibrated properly, the measurements would have been more accurate.",had been,were,are,be,A,had been,Third conditional: If + had been + past participle.
3178,Conversation,A: Are you coming to the workshop later? B: I ___ if I finish my report on time.,might come,am coming,come,came,A,might come,'Might come' menunjukkan kemungkinan tergantung kondisi.
3179,Grammar_Passive,"Because the research findings ___ inconsistent, the team decided to re-evaluate the methodology.",were,was,has been,is being,A,were,'Findings' jamak → gunakan 'were'.
3180,Vocabulary,"In the context of academic writing, the word 'mitigate' most nearly means ___.",reduce,predict,eliminate,worsen,A,reduce,'Mitigate' berarti mengurangi dampak atau keparahan sesuatu.
3181,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
3182,Conversation,A: I’m thinking of dropping this course. B: You ___ talk to the lecturer before making a decision.,should,mustn't,might,were,A,should,Memberi saran → gunakan 'should'.
3183,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
3184,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
3185,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
3186,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
3187,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
3188,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3189,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
3190,Vocabulary,"In the sentence, the word 'alleviate' most nearly means ___.",ease,challenge,postpone,measure,A,ease,'Alleviate' berarti meringankan atau mengurangi beban/masalah.
3191,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
3192,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
3193,Grammar_Tense,The long-term findings clearly ___ that consistent reading habits improve cognitive development.,indicate,indicates,is indicating,has indicated,A,indicate,"Subjek 'findings' jamak, sehingga kata kerja jamak 'indicate'."
3194,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
3195,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3196,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3197,Grammar_Tense,The long-term findings clearly ___ that consistent reading habits improve cognitive development.,indicate,indicates,is indicating,has indicated,A,indicate,"Subjek 'findings' jamak, sehingga kata kerja jamak 'indicate'."
3198,Reading,PASSAGE: Marine biologists have raised concerns about declining coral populations. They argue that rising sea temperatures and pollution are the major contributors to widespread coral bleaching. QUESTION: The passage suggests that coral bleaching is mainly caused by ___.,pollution and higher temperatures,tourist activity,lack of marine plants,overfishing alone,A,pollution and higher temperatures,Disebutkan dua faktor utama: polusi dan kenaikan suhu laut.
3199,Reading,PASSAGE: Marine biologists have raised concerns about declining coral populations. They argue that rising sea temperatures and pollution are the major contributors to widespread coral bleaching. QUESTION: The passage suggests that coral bleaching is mainly caused by ___.,pollution and higher temperatures,tourist activity,lack of marine plants,overfishing alone,A,pollution and higher temperatures,Disebutkan dua faktor utama: polusi dan kenaikan suhu laut.
3200,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3201,Grammar_Passive,The report concluded that the data ___ collected under controlled conditions.,were,was,is,has,A,were,'Data' dianggap jamak dalam konteks ilmiah → 'were collected'.
3202,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
3203,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
3204,Grammar_Passive,The new guidelines ___ published next month.,will be,are being,were being,has been,A,will be,Future passive: 'will be published'.
3205,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
3206,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
3207,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
3208,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
3209,Grammar_Conditionals,"If the policy ___ earlier, the environmental impact could have been reduced.",had been implemented,was implemented,is implementing,implements,A,had been implemented,Third conditional: If + had been + past participle.
3210,Grammar_Passive,The report concluded that the data ___ collected under controlled conditions.,were,was,is,has,A,were,'Data' dianggap jamak dalam konteks ilmiah → 'were collected'.
3211,Grammar_Tense,The long-term findings clearly ___ that consistent reading habits improve cognitive development.,indicate,indicates,is indicating,has indicated,A,indicate,"Subjek 'findings' jamak, sehingga kata kerja jamak 'indicate'."
3212,Conversation,A: I can't find my notes for tomorrow's exam. B: You really ___ organize your files better.,should,might,mustn't,are,A,should,'Should' dipakai untuk memberi saran yang kuat namun tidak memaksa.
3213,Grammar_Passive,The new guidelines ___ published next month.,will be,are being,were being,has been,A,will be,Future passive: 'will be published'.
3214,Reading,"PASSAGE: Over the last decade, remote work has shifted from a rare arrangement to a common practice. Researchers suggest that flexible work setups can improve productivity and provide better work-life balance for many professionals. QUESTION: Remote work is considered beneficial mainly because it ___.",enhances productivity and balance,guarantees promotion,removes all workplace stress,eliminates the need for communication,A,enhances productivity and balance,Passage menyebutkan peningkatan produktivitas dan keseimbangan hidup.
3215,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3216,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
3217,Grammar_Tense,The long-term findings clearly ___ that consistent reading habits improve cognitive development.,indicate,indicates,is indicating,has indicated,A,indicate,"Subjek 'findings' jamak, sehingga kata kerja jamak 'indicate'."
3218,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
3219,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
3220,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
3221,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
3222,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
3223,Conversation,A: I’m thinking of dropping this course. B: You ___ talk to the lecturer before making a decision.,should,mustn't,might,were,A,should,Memberi saran → gunakan 'should'.
3224,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
3225,Grammar_Passive,The results ___ analyzed by three independent reviewers.,were,was,are,is,A,were,Subjek jamak 'results' → 'were analyzed' (past passive).
3226,Grammar_Passive,"The museum, along with several cultural sites, ___ expected to reopen next year.",is,are,have,were,A,is,Subjek utama 'museum' tunggal → 'is expected'.
3227,Vocabulary,"The professor described the outcome as 'inevitable', which most closely means ___.",unavoidable,unnecessary,unexpected,unrealistic,A,unavoidable,'Inevitable' berarti tidak dapat dihindari.
3228,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
3229,Grammar_Passive,The results ___ analyzed by three independent reviewers.,were,was,are,is,A,were,Subjek jamak 'results' → 'were analyzed' (past passive).
3230,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
3231,Conversation,"A: Hey, are you joining the study group later? B: I’m not sure. I ___ finish this assignment first.",need to,shouldn't,might not,am,A,need to,'Need to' paling tepat untuk menunjukkan kewajiban menyelesaikan tugas.
3232,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
3233,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
3234,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3235,Grammar_Passive,The results ___ analyzed by three independent reviewers.,were,was,are,is,A,were,Subjek jamak 'results' → 'were analyzed' (past passive).
3236,Grammar_Passive,The results ___ analyzed by three independent reviewers.,were,was,are,is,A,were,Subjek jamak 'results' → 'were analyzed' (past passive).
3237,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3238,Grammar_Conditionals,"If the policy ___ earlier, the environmental impact could have been reduced.",had been implemented,was implemented,is implementing,implements,A,had been implemented,Third conditional: If + had been + past participle.
3239,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
3240,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3241,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
3242,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
3243,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
3244,Grammar_Tense,The long-term findings clearly ___ that consistent reading habits improve cognitive development.,indicate,indicates,is indicating,has indicated,A,indicate,"Subjek 'findings' jamak, sehingga kata kerja jamak 'indicate'."
3245,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
3246,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
3247,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
3248,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
3249,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
3250,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
3251,Grammar_Tense,The long-term findings clearly ___ that consistent reading habits improve cognitive development.,indicate,indicates,is indicating,has indicated,A,indicate,"Subjek 'findings' jamak, sehingga kata kerja jamak 'indicate'."
3252,Conversation,A: Are you coming to the workshop later? B: I ___ if I finish my report on time.,might come,am coming,come,came,A,might come,'Might come' menunjukkan kemungkinan tergantung kondisi.
3253,Grammar_Passive,The new guidelines ___ published next month.,will be,are being,were being,has been,A,will be,Future passive: 'will be published'.
3254,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
